codice,nome,comune,Numero di sezioni del censimento,Superficie a fini statistici (Km2),Densità abitativa - Abitanti/Km2,Popolazione residente totale,Popolazione residente in età 0-14 anni,Stranieri residenti,Indice di vecchiaia,Incidenza dei residenti stranieri,Incidenza dei giovani fino a 24 anni,Indice di non completamento del ciclo di scuola secondaria di primo grado,Indice di adulti con diploma o titolo terziario,Incidenza degli alunni delle scuole primarie a tempo pieno,Incidenza degli alunni stranieri nelle scuole primarie,Incidenza degli alunni stranieri nelle scuole secondarie di I grado,Incidenza degli alunni stranieri nelle scuole secondarie di II grado,Incidenza degli alunni stranieri nelle scuole,Incidenza degli alunni tra i 6 e i 18 anni e la popolazione residente della stessa fascia di età,Incidenza degli alunni tra i 7 e i 9 anni e la popolazione residente della stessa fascia di età,Tasso di occupazione (20-64 anni),Tasso di disoccupazione (15 anni e più),Incidenza dei giovani che non studiano e non lavorano,Incidenza delle famiglie con potenziale disagio economico,Tasso di alloggi impropri,"Incidenza percentuale della popolazione di 67 anni  e oltre che vive da sola, senza casa di proprietà ",Percentuale di famiglie che non vivono in abitazione di proprietà,"Incidenza percentuale di lavoratori precari  35-64 anni che hanno un rapporto di lavoro dipendente di tipo ""interinale"" o ""occasionale"" sul totale degli occupati 35-64 anni","Uscita precoce dal sistema di istruzione (18-24 anni, totale) ","Uscita precoce dal sistema di istruzione (18-24 anni, stranieri) ","Uscita precoce dal sistema di istruzione (18-24 anni, femmine) ",Giovani di 18-24 anni usciti precocemente dal sistema di istruzione con genitori senza diploma,Indice di affollamento delle abitazioni occupate,Valore immobiliare medio delle abitazioni residenziali,Numero di Musei e Istituzioni similari,Visitatori dei Musei e delle Istituzioni similari,Musei con accesso ai disabili,Ospedali con pronto soccorso,Numero di biblioteche ,Numero di strutture con servizi integrativi per la prima infanzia,Numero di scuole primarie,Numero di scuole primarie a tempo pieno,Numero di scuole secondarie di I grado,Numero di scuole secondarie di II grado,Numero totale di scuole,Numero di stazioni ferroviarie,Prossimità dei musei ,Accessibilità della popolazione residente ai musei,Prossimità delle biblioteche,Accessibilità della popolazione residente alle biblioteche,Prossimità degli ospedali,Accessibilità della popolazione residente agli ospedali,Prossimità delle scuole,Accessibilità della popolazione residente ai servizi educativi per la prima infanzia,Accessibilità della popolazione residente alle scuole,Accessibilità della popolazione residente alle scuole primarie a tempo pieno,Accessibilità della popolazione residente alle scuole secondarie di II grado,Prossimità delle stazioni ferroviarie,Accessibilità della popolazione residente alle stazioni ferroviarie
,Pre',Genova,64,0.55223,12840.67062,7091,842,1861,186.223278,262.445353,20.857425,5.121528,72.477745,0,13.592233,16.847826,17.883008,17.519859,502.496715,75.496689,69.920182,9.961735,22.622345,1.279707,0.131822,13.872832,48.393837,2.140411,23.027719,48.170732,14.659686,33.333333,0.340932,1919.955654,5,196612,2,0,9,3,1,0,2,3,6,2,0,100,0,20.631787,12.57,3.398674,0.831663,100,100,100,100,0.688548,86.532224
,Maddalena,Genova,44,0.293017,21196.713609,6211,685,1081,203.941606,174.046047,18.483336,4.068023,76.459356,100,33.81295,0,0,33.81295,46.14094,124.475524,71.891754,8.763985,19.952494,1.348376,0.166343,13.498403,42.597688,1.838235,20.597015,59.036145,14.184397,21.73913,0.330356,2173.715988,6,137218,1,0,3,5,1,1,0,0,1,0,0.02,100,0.05,89.132185,6.42,72.74191,0.064673,100,100,100,100,1.269986,92.497182
,Molo,Genova,77,0.695957,13078.397828,9102,1147,1259,174.89102,138.321248,22.017139,3.061463,79.399057,100,36.216216,57.317073,0,42.696629,27.595884,45.348837,72.24438,8.066943,20.981132,1.38944,0.239808,13.957307,41.306074,1.045752,18.616145,52.830189,15.492958,26.666667,0.333839,2418.111404,6,43396,0,0,8,5,1,1,1,0,2,0,0.02,100,0.43,100,5.93,78.872775,0.264085,100,100,93.73764,97.539002,1.569587,9.887937
,S.Nicola,Genova,42,0.809979,9982.97734,8086,879,409,288.054608,50.581252,19.403908,1.397713,84.040151,0,0,0,0,0,0,0,72.940903,6.92841,15.009747,1.379829,0.075911,6.709402,27.11992,0.983478,7.20339,26.923077,4.545455,15.789474,0.323807,1859.701954,0,0,0,0,1,1,0,0,0,0,0,0,1.57,70.244868,1.11,0,15.56,0,1.41496,89.920851,98.008904,96.413554,28.852337,2.183848,33.959931
,Castelletto,Genova,54,0.677195,16620.035207,11255,1276,609,265.909091,54.109285,21.51044,1.216545,86.785517,33.056708,12.448133,10.902256,0,11.792829,96.875,150.724638,71.89117,6.828035,16.496087,1.283933,0.092302,6.640877,22.652238,0.66073,7.304786,42.857143,3.693931,5.555556,0.293775,1900,0,0,0,0,1,2,3,1,2,0,5,0,1.61,71.92359,1.72,18.5251,10.52,0,0.302337,100,100,88.191915,78.569525,2.37412,6.63705
,Manin,Genova,50,0.497845,14882.141677,7409,803,384,279.078456,51.828857,20.164665,0.973481,87.452368,0,0,0,4.708904,4.708904,152.440551,0,72.747636,6.488733,13.576779,1.128855,0.027716,7.164032,25.578194,0.603448,4.811715,34.782609,3.968254,9.52381,0.28663,1900,0,0,0,0,1,1,0,0,0,1,1,0,1.51,65.231475,1.52,50.209205,9.63,34.215144,0.636393,100,100,100,100,1.268906,53.704953
,S.Vincenzo,Genova,78,0.685752,9771.760053,6701,677,641,284.194978,95.657365,19.668706,2.120891,83.86817,46.64311,10.600707,0,7.811081,8.381503,176.621622,121.678322,72.060784,7.156634,17.741935,1.241722,0.139082,7.044674,29.828918,0.775547,16.241299,68.421053,7.608696,16.666667,0.283975,2323.425608,3,110673,0,0,9,5,1,1,0,2,3,0,1.22,100,0.47,100,3.77,84.435159,0.313872,100,100,100,100,0.959188,92.105656
,Carignano,Genova,42,0.745105,10928.663671,8143,975,671,244.717949,82.402063,20.189119,1.761312,84.755653,77.639752,19.565217,0,0,19.565217,31.912568,91.363636,72.39982,7.018149,19.942748,1.285347,0.070588,7.929922,30.31082,0.798783,10.042735,62.857143,6.25,22,0.289076,2590.038107,2,7461,0,1,9,4,1,1,0,0,1,0,0.48,100,0.39,100,3.53,100,0.572475,100,100,100,100,2.155325,10.573499
,Foce,Genova,36,0.33051,14765.068948,4880,528,301,309.469697,61.680328,18.504098,1.655983,85.787452,0,0,0,0,0,0,0,74.556213,6.06081,15.770609,0.859711,0.078616,7.080243,23.720203,0.321543,9.386282,42.857143,6.4,36.666667,0.296269,2164.180328,0,0,0,0,1,1,0,0,0,0,0,0,1.04,97.581967,0.15,82.868852,7.09,75.122951,0.786794,100,100,100,100,1.32313,88.627049
,Brignole,Genova,77,0.894809,11296.267818,10108,991,902,319.273461,89.236249,18.144044,2.151076,81.996086,100,12.955466,9.693878,2.737048,6.297094,201.641026,77.934272,72.576577,7.091236,15.378671,0.796001,0.092902,8.700173,27.73047,1.016323,11.129296,52.941176,8.247423,30,0.290102,1857.55837,0,0,0,0,2,4,1,1,1,1,3,1,0.53,100,0.21,100,5.57,29.679462,0.577902,100,100,100,100,0.727718,92.679066
,S.Agata,Genova,55,0.57685,16415.003148,9469,941,1208,300.42508,127.574189,18.132855,2.620761,77.380711,100,33.476395,18.042226,0,22.811671,94.444444,82.446809,72.424129,7.561753,16.082803,1.064039,0.079349,9.486476,30.955665,0.872776,14.412811,39.166667,12.015504,16.666667,0.329919,1621.842328,0,0,0,0,0,1,1,1,1,0,2,0,1.37,37.300665,0.92,74.263386,8.97,0.042243,0.17909,100,100,100,95.078678,0.641608,94.666807
,S.Fruttuoso,Genova,129,1.522159,14870.323226,22635,2226,2173,306.06469,96.001767,18.869008,2.226208,76.209852,77.203065,14.176245,0,0,14.176245,24.753805,68.558952,71.408171,7.877322,17.146433,1.15119,0.128955,8.336015,29.768909,1.167147,13.247283,37.885463,8.776978,15.841584,0.36026,1552.988284,0,0,0,0,1,5,3,3,0,0,3,0,3.07,0,2.26,0.017672,15.7,0,0.854812,91.795891,98.754142,96.514248,46.269052,2.530874,3.247184
,Quezzi,Genova,71,3.837452,2555.601734,9807,975,1136,275.179487,115.835628,18.823289,3.444094,65.839333,100,30.526316,12.934363,0,15.660685,63.655244,24.867725,69.369682,8.468587,19.389205,1.042084,0.040527,8.01636,28.076152,1.463891,18.181818,48.543689,9.446254,19.230769,0.394636,1554.644642,0,0,0,0,0,1,1,1,2,0,3,0,5.47,0,4.07,0,22.23,0,1.628556,95.768329,97.70572,96.227185,82.186194,4.635417,0
,Fereggiano,Genova,30,0.354622,22353.375954,7927,806,892,288.461538,112.526807,19.04882,2.643436,71.163245,77.981651,41.055046,27.205882,0,35.734463,90.330789,159.748428,72.368126,7.518879,16.216216,1.153091,0.074221,6.691624,26.324828,1.335953,8.946322,25.675676,5.03876,14.285714,0.369472,1550,0,0,0,0,1,3,1,1,1,0,2,0,2.68,0,1.29,0,14.34,0,0.346432,100,100,100,100,1.852063,0
,Marassi,Genova,55,0.423968,27030.327397,11460,1160,1671,296.810345,145.811518,18.298429,3.193998,72.14527,0,0,20.869565,17.554479,18.276515,86.762075,0,70.244055,8.406783,20.238885,1.369185,0.08307,10.417986,31.144837,1.55587,15.588235,35.483871,12.680115,22.429907,0.355858,1551.077661,0,0,0,0,0,3,0,0,1,2,3,0,2.14,0,1.67,5.794066,11.7,0,0.250624,100,100,100,100,1.303845,55.855148
,Forte Quezzi,Genova,46,1.203904,6370.939767,7670,786,420,286.641221,54.758801,18.983051,2.12496,73.819742,100,14.661654,0,0,14.661654,36.484687,108.843537,72.000932,7.316479,14.720314,1.425662,0.05148,7.892157,23.752546,1.348504,11.924686,41.37931,9.82906,15.873016,0.371161,1551.113697,0,0,0,0,0,2,3,3,0,0,3,0,5.44,0,1.67,0,21.39,0,0.377836,99.113429,96.219035,96.219035,59.439374,3.929364,0
,Parenzo,Genova,99,1.012998,11771.989257,11925,1261,1622,259.793814,136.016771,19.077568,2.644041,68.277377,68.074324,27.027027,25.423729,0,26.657997,66.161616,146.774194,70.585683,8.721034,19.011882,1.448591,0.111288,8.358611,31.144702,2.008032,15.268226,36.220472,10.075567,20.779221,0.385459,1469.266247,0,0,0,0,1,2,2,2,1,0,3,0,3.97,0,2.7,0,17.81,0,1.258006,100,100,100,91.295597,2.874032,0
,S.Pantaleo,Genova,88,5.009134,1231.749821,6170,645,675,275.503876,109.400324,18.492707,2.283282,68.204182,100,39.240506,0,0,39.240506,9.918699,34.848485,71.021107,8.254375,19.565217,1.556886,0.060827,9.876543,29.790419,1.50493,16.524217,45.3125,13.529412,24.418605,0.370108,1474.40804,0,0,0,0,1,1,1,1,0,0,1,0,4.26,0,2.16,0,13.71,0,1.542271,88.28201,94.894652,86.839546,37.828201,4.128588,0
,Montesignano,Genova,101,4.768719,2349.897358,11206,1113,666,309.254268,59.432447,18.436552,1.88383,66.532117,66.813187,26.153846,11.002445,0,18.981481,77.787851,115.6,70.532104,7.706324,15.822346,1.086394,0.104475,8.777429,28.470426,1.332149,13.412817,36.585366,11.371237,22.5,0.395413,1448.692665,0,0,0,0,0,2,3,2,2,0,5,0,5.37,0,1.02,0,23.29,0,0.39434,95.011601,98.581117,98.420489,47.769052,5.19635,0
,S.Eusebio,Genova,38,2.301,1047.370721,2410,259,48,292.277992,19.917012,18.838174,1.525054,70.391993,100,4.945055,0,0,4.945055,75.225225,198.076923,66.590214,8.310657,15.932203,1.160862,0,14.842579,36.15257,0.580552,11.258278,50,12.162162,17.241379,0.385058,1676.421162,0,0,0,0,0,1,2,2,0,0,2,0,8.75,0,4.25,0,28.36,0,0.311198,41.410788,100,100,0,7.363622,0
,Molassana,Genova,99,9.538313,949.329314,9055,932,406,288.197425,44.837107,18.884594,1.860078,67.095943,55.294118,7.352941,9.312639,10.440613,9.591281,189.73262,109.183673,71.101008,7.015393,16.959064,1.044386,0.087739,10.853355,33.70322,1.317664,12.952381,39.285714,7.758621,18.584071,0.390687,1470.824084,0,0,0,0,1,2,3,1,1,1,5,0,21.12,0,1.67,0,31.02,0,0.832156,86.37217,93.926008,72.788515,64.119271,8.511407,0
,Doria,Genova,67,4.947866,914.131398,4523,444,222,302.927928,49.082467,18.151669,2.566903,65.210013,67.826087,17.391304,0,0,17.391304,26.490066,88.888889,71.383771,7.13863,17.235189,1.132404,0.132685,8.408904,30.879791,1.369863,17.054264,23.529412,13.157895,22.5,0.374262,1793.41377,0,0,0,0,0,0,2,1,0,0,2,0,10.3,0,3.45,0,34.64,0,0.815007,26.177316,95.113862,83.705505,0,11.947374,0
,Prato,Genova,125,14.181106,476.761109,6761,748,478,258.957219,70.699601,19.568111,1.930783,68.780348,82.20339,10.169492,0,0,10.169492,17.837838,49.032258,72.923807,7.292016,18.331375,1.209677,0.058497,8.191126,30.097926,1.405896,12.406948,23.809524,9.359606,14.084507,0.368731,1679.385049,0,0,0,0,1,2,1,1,0,0,1,0,15.01,0,1.55,0,31.87,0,1.600198,51.131489,52.935956,50.865257,0,10.317065,0
,Bavari,Genova,35,3.140553,425.721228,1337,139,31,275.539568,23.186238,20.194465,1.862197,72.953216,25,6.25,0,0,6.25,29.411765,96,72.423025,6.73487,13.227513,1.321586,0,6.818182,29.368576,0.717703,15.555556,0,7.692308,30,0.365001,1675,0,0,0,0,0,0,1,1,0,0,1,0,8.98,0,5.24,0,23.74,0,0.461161,0,100,95.138369,0,6.939346,0
,S.Desiderio,Genova,42,5.91129,313.97544,1856,198,26,304.040404,14.008621,17.510776,1.289398,72.12056,0,2.898551,0,0,2.898551,34.951456,85.964912,71.399799,6.742053,16.842105,1.15304,0.106496,8.067542,31.865828,2.090592,10.344828,0,9.090909,15.384615,0.372065,1559.698276,0,0,0,0,0,0,1,0,0,0,1,0,7.06,0,5.08,0,21.27,0,0.608957,0,84.375,20.420259,0,4.866282,0
,Apparizione,Genova,45,3.331696,765.075752,2549,237,63,310.970464,24.715575,17.22244,0.966184,78.368536,0,1.408451,0,0,1.408451,29.230769,97.674419,74.829932,5.914439,16.878981,0.815419,0.075245,9.292035,30.244626,0.778643,8.633094,33.333333,6.557377,16.666667,0.349593,2075.362887,0,0,0,0,0,0,1,0,0,0,1,0,16.89,0,6.2,0,22.39,0,1.965284,29.815614,86.112201,16.398588,29.933307,4.222697,0
,Borgoratti,Genova,54,1.123427,7001.787746,7866,684,496,358.77193,63.056191,16.920926,1.875994,74.197501,100,25.984252,0,14.30546,15.247776,238.395415,66.923077,73.749717,6.829649,15.553435,1.011029,0.069509,9.724689,29.664522,1.028888,10.526316,39.583333,8.878505,12.941176,0.36244,1988.126112,0,0,0,0,0,0,1,1,0,1,2,0,3.78,0,1.8,0,12.22,0,0.681315,72.38749,99.758454,99.758454,96.809052,1.741081,62.801932
,Chiappeto,Genova,29,0.853011,5810.009387,4956,474,320,304.008439,64.5682,18.240517,1.462701,79.088472,0,10.11236,0,0,10.11236,17.558887,53.608247,73.216783,6.985376,16.591928,0.679245,0.152381,8.339651,26.943396,1.679104,8.46395,33.333333,3.97351,9.803922,0.35764,2010.749596,0,0,0,0,0,0,1,0,0,0,1,0,3.28,0,2.12,0,11.19,36.077482,0.456511,99.91929,99.91929,99.91929,97.982244,1.753382,59.725585
,S.Martino,Genova,54,0.983475,8159.841413,8025,827,516,295.525998,64.299065,19.277259,1.343101,81.953396,100,11.914894,11.306533,0,11.532385,77.5,70.967742,73.830077,6.671152,13.297394,1.046125,0.07196,7.047279,27.127913,1.056338,6.309751,37.837838,3.34728,7.692308,0.345257,2017.523364,1,50,0,1,0,7,1,1,1,0,2,0,1.95,0,1.57,0,7.01,10.778816,0.142479,100,100,100,99.65109,1.400294,63.489097
,Albaro,Genova,60,0.943004,8646.830574,8154,905,467,291.933702,57.272504,21.044886,1.053976,88.435195,39.590444,8.191126,7.047619,0,7.457213,90.591966,106.629834,71.659919,6.558623,13.579212,1.378101,0.050429,5.484536,23.903784,0.735595,5.132743,16.666667,4.59364,11.428571,0.289795,2786.724307,0,0,0,0,0,3,1,1,1,0,2,0,2.04,0,1.75,7.370616,10.46,3.814079,1.227063,100,100,100,100,2.140917,18.518519
,S.Giuliano,Genova,43,0.832389,8094.776531,6738,697,321,311.621234,47.640249,19.887207,1.041265,87.755735,95.28536,9.181141,0,6.479751,7.021912,235.416667,161.688312,72.760563,6.088786,13.538462,1.343458,0.08808,8.012018,24.53271,0.437956,3.991131,21.428571,2.843602,5.263158,0.295343,2925,0,0,0,0,0,3,3,3,0,1,4,0,2.1,16.918967,1.33,14.425646,9.79,0,0.356083,100,100,100,93.365984,2.515971,10.373998
,Lido,Genova,41,0.636054,8313.757403,5288,571,177,318.388792,33.472012,19.080938,1.082474,88.703779,70.819672,4.590164,0,0,4.590164,58.941606,157.024793,72.477745,5.923731,14.893617,1.67822,0,8.412322,24.407151,0.49505,5.362776,16.666667,3.246753,4.545455,0.283104,2925,0,0,0,0,0,1,1,1,0,0,1,0,1.94,0,1.55,0,6.75,46.993192,0.381166,100,100,100,89.012859,1.296176,73.808623
,Puggia,Genova,31,0.588306,8770.941942,5160,622,218,254.019293,42.248062,21.841085,1.129944,88.42234,0,0,0,0,0,0,0,71.001108,6.391349,13.788301,1.512137,0.080128,7.197764,22.602467,0.760938,4.899135,30,5.031447,15,0.309174,2750.872093,0,0,0,0,0,0,0,0,0,0,0,0,1.93,0,1.6,0,7.97,53.449612,0.958919,100,100,100,98.081395,1.39547,77.034884
,Sturla,Genova,62,0.783711,10145.323828,7951,875,506,256.114286,63.639794,20.022639,1.308184,82.831472,69.565217,9.782609,5.555556,2.497687,4.309843,194.581281,93.406593,74.472339,6.320543,13.748854,0.979689,0.072657,9.760859,29.605735,0.980023,7.915058,30.232558,5.952381,12.698413,0.34354,2211.787825,0,0,0,0,1,2,2,2,1,1,4,1,2.15,0,0.43,0,5.99,68.154949,0.498056,100,100,100,100,0.086088,99.308263
,Quarto,Genova,57,1.014472,7908.550104,8023,865,302,269.942197,37.64178,19.992522,0.972396,83.888345,59.178082,6.027397,3.631285,11.024345,9.482759,317.474634,123.333333,73.482284,6.320549,14.036697,1.048525,0,8.372753,27.773714,0.798783,3.653846,27.272727,1.953125,6.818182,0.344089,2563.383398,1,350,0,1,1,1,2,1,1,2,5,1,1.4,0,0.58,0,5.36,58.332295,0.993405,93.618347,100,100,95.525365,1.365369,83.671943
,Quartara,Genova,49,0.77711,7406.926398,5756,732,195,222.95082,33.877693,22.394024,1.04941,89.029982,74.44795,5.678233,0,0,5.678233,44.228095,105.172414,73.899068,6.05009,13.917526,1.376147,0.035613,7.171315,21.771348,0.41841,4.156479,33.333333,2.525253,12.5,0.327261,2674.739402,0,0,0,0,0,2,2,2,0,0,2,0,2.37,0,1.16,0,8.52,2.936067,0.385738,100,100,100,43.485059,1.252596,75.069493
,Castagna,Genova,66,1.865376,4030.822911,7519,666,197,390.990991,26.200293,17.502327,1.210565,82.078355,0,0,0,0,0,0,0,72.313204,6.409067,13.673469,0.931436,0.078349,8.697462,25.899094,0.790861,7.709751,15.384615,3.940887,8.333333,0.339594,2522.446469,0,0,0,0,1,0,0,0,0,0,0,0,3.47,0,1.98,0,9.48,26.319989,2.05177,80.542625,80.542625,79.744647,76.685729,2.792275,28.580928
,Quinto,Genova,74,2.480146,3327.223048,8252,823,225,346.780073,27.266117,18.868153,1.161248,83.676126,58.649789,3.375527,3.474903,0,3.443709,88.387824,74.757282,73.108044,6.19677,13.222331,1.227283,0.095443,7.519084,24.073637,0.674603,6.066536,26.666667,5.416667,11.666667,0.339855,2662.469704,0,0,0,0,1,3,2,1,1,0,3,1,15.12,0,13.25,0,12.25,0,3.055823,93.516723,93.516723,93.286476,0,4.198911,83.119244
,Nervi,Genova,162,16.176286,685.571448,11090,1114,480,316.157989,43.282236,18.539225,1.240637,81.476778,62.083333,7.5,0,1.554404,3.833866,54.339964,68.396226,72.092246,6.801271,14.684814,1.22842,0.083766,9.254658,29.98008,0.605711,6.033183,29.72973,4.320988,13.513514,0.338189,2998.64743,3,103298,0,0,1,3,2,1,0,2,4,1,9.17,57.772768,6.34,0,13.2,0,5.832714,83.219116,94.021641,85.437331,23.246168,6.975802,83.55275
,Popolazione senza fissa dimora,Genova,4,0.001422,,2765,170,958,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
,I Circoscrizione,Messina,210,64.505085,344.050394,22193,2777,488,191.789701,21.988915,22.358401,2.490996,62.847543,9.541985,1.526718,0,1.826484,1.615074,28.765572,58.175559,51.096913,15.318621,27.590221,4.472943,0,8.866891,32.301116,0.530244,11.593264,55.555556,11.185984,18.161926,0.461031,886.307169,0,0,0,0,0,0,7,1,0,1,8,7,12.54,0,10.75,0,27.69,0,1.176918,0,65.682873,5.456676,0.216284,3.374826,57.932681
,II Circoscrizione,Messina,107,16.674479,1600.10995,26681,3692,424,161.863489,15.891458,24.283198,2.815424,61.640658,34.230355,1.614639,0.940439,0,1.34014,43.308865,69.949495,51.494356,14.730847,28.273881,4.652217,0.036423,6.92264,33.381699,0.647144,15.634675,58.064516,13.305174,25.473071,0.430348,1082.757206,0,0,0,0,0,1,9,4,3,0,12,1,17.51,0,6.3,0,17.16,4.03658,1.953844,0.089952,99.583974,79.322364,47.494472,5.58863,46.253889
,III Circoscrizione,Messina,462,21.805887,2275.165376,49612,6477,2635,178.215223,53.11215,23.202048,4.412089,55.535055,23.45443,4.971319,3.177756,2.175066,3.384891,68.776167,70.524802,48.300654,16.982317,32.766177,5.445882,0.059595,9.708549,41.393238,0.771089,20.028571,58.024691,18.870192,28.195763,0.459877,1208.889583,0,0,0,2,1,0,13,7,5,3,21,1,12.95,0,4.42,36.275498,11.81,89.278804,2.298709,21.595582,97.131742,84.63275,62.811417,5.379026,17.058373
,IV Circoscrizione,Messina,686,7.726617,6188.866407,47819,5397,4237,226.644432,88.604948,21.257241,3.652861,75.391393,11.204937,6.333225,6.156101,5.060241,5.634505,221.671068,182.022472,56.79415,12.938877,24.731913,3.302235,0.198579,9.956076,32.09373,0.39489,14.56084,50.865801,10.190301,28.175896,0.361407,1357.615052,0,0,0,0,8,12,13,4,8,7,28,1,4.26,0.90968,0.85,29.921161,7.07,57.297309,0.304394,98.485957,99.535749,79.177733,92.095192,2.052678,29.482005
,V Circoscrizione,Messina,258,17.970617,2507.036915,45053,5579,1745,206.542391,38.73216,22.093978,2.719855,69.5453,14.463177,1.330967,4.915515,7.474466,5.289929,72.413793,61.946134,54.036882,13.932753,27.133413,3.69784,0.066862,7.952325,32.713622,0.490021,12.846998,48.8,11.050847,23.990208,0.408507,1158.103234,1,21902,0,0,3,4,8,3,3,3,14,0,3.1,28.286685,2.02,0,12.86,0.814596,1.194264,64.43744,95.491976,65.269793,81.237653,6.386309,0
,VI Circoscrizione,Messina,289,84.438853,352.847048,29794,3573,1219,208.956059,40.914278,21.091495,2.773109,70.263027,1.288056,4.918033,4.568528,0,4.775087,42.342074,66.456494,53.167097,14.237462,26.945965,3.76563,0.043863,8.935073,31.462634,0.349322,8.433735,55.813953,7.675439,16.968326,0.404343,1123.47033,2,4500,0,1,0,0,8,1,2,0,10,0,11.67,0,8.23,0,23.71,45.89179,3.230356,0,65.771632,17.422971,0,14.060325,0
,Popolazione senza fissa dimora,Messina,1,0.002793,,94,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
,Duomo,Milano,234,2.343272,6857.077495,16068,1912,2410,188.702929,149.987553,22.523027,3.029501,86.359009,100,15.27027,11.70336,13.960812,13.741314,236.987705,118.891688,72.435766,6.905504,25.597646,1.873001,0.289754,12.721713,42.119689,0.450958,11.509591,44.303797,9.122807,18.055556,0.312528,8984.374111,16,1415124,2,0,22,4,3,3,2,3,8,0,0.41,100,0.7,100,6.38,90.826487,0.773096,100,100,100,100,2.640732,20.711974
,Brera,Milano,157,1.637337,10594.032793,17346,2198,2408,185.623294,138.82163,21.918598,2.817965,85.936179,100,9.292929,0,1.443696,3.976532,79.042501,66.88172,72.984303,6.873298,24.689441,1.939203,0.285111,11.102063,40.251572,0.446659,10.765125,43.624161,10.086957,16.091954,0.310005,8659.385449,7,748837,1,1,12,2,2,2,0,1,3,0,0.15,100,0.16,100,4.16,93.197279,0.38527,100,100,100,100,1.368327,63.276836
,Giardini Porta Venezia,Milano,4,0.249642,,45,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,205544,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,
,Guastalla,Milano,125,1.548039,9942.254418,15391,1865,2059,200.536193,133.779482,22.051848,2.716155,86.811191,45.27027,6.418919,8.888889,5.770783,6.788571,248.709315,95.967742,73.053166,6.796921,22.75245,1.587686,0.269212,10.191458,37.159132,0.368217,9.157509,37.209302,8.988764,22.033898,0.30865,8082.484894,4,192020,0,1,3,2,2,1,4,4,10,0,0.9,78.052108,0.56,86.440127,5.17,99.142356,0.154901,100,100,100,100,1.930506,37.378988
,Vigentina,Milano,75,1.133412,11900.347504,13488,1628,1434,189.189189,106.316726,23.109431,1.839439,88.670964,97.730139,7.440101,8.995816,45.104334,20.221753,108.539604,144.729345,74.059455,6.618239,17.813423,1.409433,0.225989,8.166189,34.119453,0.517552,5.709024,33.333333,4.780115,11.538462,0.333017,6427.0129,0,0,0,1,2,4,2,2,1,1,4,0,1.01,75.088968,0.4,80.530842,5.93,77.572657,0.266645,100,100,100,100,1.991572,0
,Ticinese,Milano,124,1.254897,15216.384206,19095,2040,2128,207.647059,111.442786,20.010474,2.036827,86.945099,97.690941,18.294849,24,16.018212,17.139372,173.751328,90.537084,74.997921,7.301855,19.41809,1.217994,0.262206,12.357808,39.01138,0.806952,7.571214,35.087719,6.606607,17.721519,0.374624,5870.505368,3,71848,0,0,2,5,2,2,1,2,5,0,0.86,95.888976,0.75,92.752029,8.97,40.738413,0.201524,100,100,100,100,1.304539,81.848651
,Magenta - San Vittore,Milano,126,1.39011,12733.525179,17701,2380,2040,162.983193,115.247726,23.840461,2.33505,87.950427,50.37594,10.025063,10.107198,28.140704,22.277075,126.012793,50.813008,73.300277,7.045474,19.69112,1.64441,0.312744,9.669139,37.457234,0.459653,7.582938,35.789474,7.006369,14,0.322013,7125.682165,3,828755,0,1,2,3,2,1,2,2,6,0,0.23,100,0.26,27.167957,1.26,100,0.394954,100,100,100,100,1.749818,44.771482
,Parco Sempione,Milano,5,0.470415,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,661234,1,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,
,Garibaldi Repubblica,Milano,44,0.785638,7463.992736,5864,704,888,170.738636,151.432469,19.594134,2.57181,85.169371,0,0,0,0,0,0,0,75.782493,6.886578,21.33646,1.331789,0.176626,10.477081,40.764331,0.765917,8.206687,31.111111,8.888889,10.810811,0.359302,7167.428377,0,0,0,0,0,3,0,0,0,0,0,2,1.32,88.523192,1.04,41.285812,2.61,100,0.73285,100,100,100,99.965894,0.316328,100
,Centrale,Milano,100,1.558711,10831.386966,16883,1890,3220,188.730159,190.724397,20.138601,2.840112,84.197257,100,19.125683,0,0,19.125683,10.660487,29.395604,76.061704,7.066923,20.346647,1.423637,0.28754,10.56709,41.128441,1.072925,12.112933,42.857143,10.294118,19.327731,0.346357,5600.137712,0,0,0,0,3,2,1,1,0,0,1,2,1.68,55.274537,0.69,8.05544,7.98,82.822958,0.821333,100,100,100,100,0.218302,100
,Isola,Milano,94,1.322647,16619.701746,21982,2664,3865,165.765766,175.825676,19.647894,2.831608,82.743263,79.361179,17.199017,0,17.936925,17.781234,87.195961,43.378119,77.980484,6.580605,19.488055,1.082063,0.128483,14.634754,43.993365,0.949483,13.983051,44.166667,8.944544,20.915033,0.395156,5963.148258,2,1350,0,0,5,5,1,1,0,1,2,0,0.37,32.344646,0.58,0,7.38,84.851242,0.542824,100,100,100,91.979802,1.126351,100
